Date,Season,Clip_name_dir,Clip_length,Social_unit,Gestural_data,Clip
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 11 09,36,00 BW, GTE",0.73,Muk,No,Clip_0508
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 29 12,17,00 RTM, JN, TV",2.93,Muk,Unk,Clip_0509
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 33 13 09,44,00 BW, GTE",0.5,Muk,No,Clip_0510
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 18 11,36,00 GTE, NY",0.4,Muk,No,Clip_0511
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 08 08,57,00 TW, NY",0.5,Muk,No,Clip_0512
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 05 08,47,00 NY, TW",2.8,Muk,Yes,Clip_0513
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 24 12,00,00 NY, RTM, JN, TV, (GTE)",6.98,Muk,Yes,Clip_0514
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 02 08,36,00 JN, (MK), (BW), (GTE)",0.72,Muk,Yes,Clip_0515
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 12 09,38,00 GTE, BW",3.42,Muk,No,Clip_0516
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 10 09,13,00 BW, GTE",4.93,Muk,Yes,Clip_0517
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 28 12,14,00 JN, RTM, (TV)",2.69,Muk,Unk,Clip_0518
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 03 08,40,00 TW, (NY)",0.57,Muk,No,Clip_0519
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 09 09,13,00 BW, GTE",0.72,Muk,No,Clip_0520
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 31 12,24,00 GO, TV - grooming",0.78,Muk,Yes,Clip_0521
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 23 11,53,00 RTM, JN, TV, (NY), (GTE)",6.54,Muk,Unk,Clip_0522
2019-08-24,Pilot,"Bwindi CG 2019-08-24 MK Clip 07 08,55,00 TW, NY",1.3,Muk,No,Clip_0523
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 32 12;09 BS? ?? TW? ?? (TV) (KY),1.48,Muk,Yes,Clip_0524
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 05 08,50,00 BW, GTE",1.28,Muk,No,Clip_0525
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 33 12,12,00 TV, (MK)",0.41,Muk,Yes,Clip_0526
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 01 08,35,00 BW, GTE, (NY)",2,Muk,Unk,Clip_0527
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 15 09,19,00 BS, (KG), (GO),",3.09,Muk,Yes,Clip_0528
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 06 08,52,00 BW, GTE,",0.28,Muk,Yes,Clip_0529
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 14 09,18,00 BS, MK",0.65,Muk,Yes,Clip_0530
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 28 11,59,00 MK, RTM, BW, NY, BS, (GTE), (GO), (KR) - KR sol MK",1.14,Muk,Yes,Clip_0531
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 40 13,07,00 GO, RTM, JN, (GTE), (BS), (KG)",1.18,Muk,Yes,Clip_0532
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 37 13;05 BS MK (JN JNinf) (KY) (BW GTE) (NY) solicit,3.35,Muk,Yes,Clip_0533
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 09 09,03,00 BS, (KY), (NY), (GTE)",0.45,Muk,Unk,Clip_0534
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 11 09;22 MK KR BS (GO) solicit copulation,8.86,Muk,Yes,Clip_0535
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 19 11,07,00 MK, KG, (GO)",1.61,Muk,Yes,Clip_0536
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 23 11,40,00 MK, (?), (KR), (NY), (GTE), (BW), (BS), (GO) - solicitation",16.25,Muk,Yes,Clip_0537
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 03 08,46,00 TV, NY, (GTE), (BW)",1.79,Muk,Yes,Clip_0538
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 48 13,38,00 KG, KY, ?, MK, (GO), (TV)",0.78,Muk,Yes,Clip_0539
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 40 13;18 KR MK copulation,0.2,Muk,Unk,Clip_0540
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 22 11,37,00 NY, GO, (BW), (GTE)",0.98,Muk,Yes,Clip_0541
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 21 11,34,00 KG, MK",1.97,Muk,Unk,Clip_0542
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 02 08,45,00 GTE, NY",0.43,Muk,Yes,Clip_0543
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 47 13,37,00",0.76,Muk,No,Clip_0544
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 17 09,49,00 RTM, JN, NY - scream voc",0.7,Muk,No,Clip_0545
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 44 13,22,00 MK, NY, GTE, (MG), BS 1min",0.9,Muk,Yes,Clip_0546
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 41 13,08,00 TW, GO",0.78,Muk,No,Clip_0547
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 12 09,13,00 BW, (GTE), (NY)",1.1,Muk,Unk,Clip_0548
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 31 12;08 BS KR MK (GO) (NY TW) (KY?) copulation solicit,2.42,Muk,Yes,Clip_0549
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 39 13;10 KR MK (GTE) (TW? NY) (GO) (BW) (MG BS?) copulation,2.67,Muk,Yes,Clip_0550
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 37 12,59,00 JN, MK, (NY), (RTM), (MG)",1.39,Muk,Yes,Clip_0551
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 39 13,05,00",1.78,Muk,Unk,Clip_0552
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 41 13;23 KR MK (GTE NY) (TW? GO) copulation,4.33,Muk,Yes,Clip_0553
2019-08-25,Pilot,Bwindi CH 2019-08-25 MK Clip 43 13;49 TW? KR (BS) (MK) (JN JNinf) (GO) (BW GTE) (MG) (NY) solicit copulation,12.01,Muk,Yes,Clip_0554
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 34 12,14,00 TW, NY",0.46,Muk,Yes,Clip_0555
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 49 13,40,00 MK, BW, GTE",0.25,Muk,Yes,Clip_0556
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 20 11,26,00 MK, (KG)",7.61,Muk,No,Clip_0557
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 30 12,01,00 MK, KR, GTE, BW, BS, (RTM), (NY), (MG), (GO), (IND-display?), (TV) - cop KR/MK",6.82,Muk,Yes,Clip_0558
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 07 08,52,00 BW, GTE, MK, ?",0.33,Muk,Yes,Clip_0559
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 10 09,06,00 MK, GTE, BW, (NY)",3.5,Muk,Yes,Clip_0560
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 04 08,47,00 BW, GTE, (NY), (TV)",2.41,Muk,No,Clip_0561
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 45 13,27,00 KG, MK, (MG) 1.5min",1.34,Muk,Yes,Clip_0562
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 46 13,32,00 KG?, TV, GO, BS, MG, (MK), (KY), (JN), (RTM), (BW), (GTE), (NY) (IDs starting 30sec into the vid) 4.5min",4.66,Muk,Yes,Clip_0563
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 32 12,10,00 TV",0.26,Muk,Yes,Clip_0564
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 08 08,53,00 KR, GO, (MK), (BS), (KY), (NY), (TV), (MG?)",8.75,Muk,Yes,Clip_0565
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 18 11,04,00 MK, (KR), (GO), (BS) - cop MK/KR",2.58,Muk,No,Clip_0566
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 13 09,16,00 MK, KG",1.33,Muk,No,Clip_0567
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 31 12,08,00 MG, BS, (KY), (TV)",0.75,Muk,Unk,Clip_0568
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 50 13,40,00 KG, GO, MK, MG, BS",6.12,Muk,Yes,Clip_0569
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 16 09,18,00 MK, (BS), (GO)",2.63,Muk,Unk,Clip_0570
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 38 13,00,00 JN, RTM, KG, MG, (NY), (?), (BS), (GO), (BW), (GTE)",4.67,Muk,Yes,Clip_0571
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 35 12,34,00 MK, (KG), (NY), (MG), (BS), (GO) - cop KG/MK",11.02,Muk,Yes,Clip_0572
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 42 13,13,00 MG",1.1,Muk,Unk,Clip_0573
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 43 13,15,00 KG, MG, (MK), (GO), (JN), (RTM), (GTE), (NY) 6.5min",6.55,Muk,Yes,Clip_0574
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 27 11,58,00 JN?, BW, GTE, BS, (MK), (NY), (RTM)",0.77,Muk,Yes,Clip_0575
2019-08-25,Pilot,"Bwindi CG 2019-08-25 MK Clip 11 09,04,00 MK, GTE, BW",0.59,Muk,No,Clip_0576
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 23 13,01,00 TW, BS, (MG)",0.3,Muk,Yes,Clip_0577
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 01 08,46,00 - Other SB around",1.56,Muk,No,Clip_0578
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 16 12,35,00 - Post SB-encounter wood feeding",1.06,Muk,No,Clip_0579
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 06 08,54,00 - Other SB around - MK cheast-beat audio",2.5,Muk,No,Clip_0580
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 20 12,47,00",0.53,Muk,No,Clip_0581
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 30 13,39,00",2.96,Muk,No,Clip_0582
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 17 12,36,00",2.68,Muk,No,Clip_0583
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 19 12,44,00",2.47,Muk,No,Clip_0584
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 03 08,49,00 - Other SB around",1.37,Muk,No,Clip_0585
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 21 12,48,00 - TV wood feeding",1.21,Muk,No,Clip_0586
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 28 13,34,00 JN, RTM",0.51,Muk,No,Clip_0587
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 04 08,51,00 - Other SB around - MK cheastbeat audio",0.53,Muk,No,Clip_0588
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 09 09,17,00 - Other SB around - MK cheast-beat audio",0.19,Muk,No,Clip_0589
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 25 12,36,00 - BW10minFocal1",2.14,Muk,No,Clip_0590
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 29 13,37,00",2.3,Muk,No,Clip_0591
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 26 13,20,00 - BW10minFocal2",9.3,Muk,No,Clip_0592
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 15 12,31,00 - Post SB-encounter",1.34,Muk,No,Clip_0593
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 13 09,53,00 - Other SB around",0.77,Muk,No,Clip_0594
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 12 09,29,00 - Other SB around - MK cheast-beat audio",1.1,Muk,No,Clip_0595
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 11 09,25,00 - Other SB around - MK cheast-beat audio x2",2.99,Muk,No,Clip_0596
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 02 08,47,00 - Other SB around",2.02,Muk,No,Clip_0597
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 14 12,10,00 - Post-SB encounter",1.51,Muk,Unk,Clip_0598
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 22 12,53,00 - TV wood feeding",4.39,Muk,No,Clip_0599
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 10 09,24,00 - Other SB around",0.91,Muk,No,Clip_0600
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 07 09,01,00 - Other SB around - MK cheast-beat audio",0.25,Muk,No,Clip_0601
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 27 13,32,00 RTM, JN, BW, GTE",0.45,Muk,No,Clip_0602
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 05 08,53,00 - Other SB around - MK cheastbeat audio",0.77,Muk,No,Clip_0603
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 08 09,10,00 - Other SB around - MK cheast-beat audio",0.24,Muk,No,Clip_0604
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 18 12,41,00",1.64,Muk,No,Clip_0605
2019-08-26,Pilot,"Bwindi CG 2019-08-26 MK Clip 24 13,08,00",1.63,Muk,No,Clip_0606
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 25 09,15,00 NG, BT - facial expression",2.7,Bit,Unk,Clip_0607
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 21 09,01,00 TD,KB",3.99,Bit,Yes,Clip_0608
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 32 10,11,00 RH, GH",0.62,Bit,No,Clip_0609
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 30 09,55,00 RH, KT, (NL), (RK), (GH), (KB), (NG), (KM)",11.76,Bit,Yes,Clip_0610
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 09 09,10,00 NG, KT, KB",8.59,Bit,Unk,Clip_0611
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 11 08,32,00 KB, (NG)",1.13,Bit,Yes,Clip_0612
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 12 09,31,00 KB, NG, (KT)",2.71,Bit,Yes,Clip_0613
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 22 09,05,00 NG, BT, KB",0.95,Bit,No,Clip_0614
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 07 08,54,00 TD, KB, (NY)",2.05,Bit,No,Clip_0615
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 08 09,08,00 NG, KT, KB - NG selfplay?",1.72,Bit,No,Clip_0616
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 10 09,24,00 KB - selfplay",1.55,Bit,No,Clip_0617
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 03 08,39,00 KB, NG, (TD) - feeding",2.97,Bit,No,Clip_0618
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 06 08,50,00 NG, KB",3.22,Bit,No,Clip_0619
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 29 09,45,00 GH, KB",1.23,Bit,No,Clip_0620
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 17 09,55,00 NL, GH",1.29,Bit,No,Clip_0621
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 15 09,47,00 NG, KT, (BT)",0.48,Bit,Unk,Clip_0622
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 04 08,44,00 KB, NG",0.89,Bit,Unk,Clip_0623
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 13 09,41,00 TD, KB",1.71,Bit,Yes,Clip_0624
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 16 09,49,00 GH, KT",0.42,Bit,No,Clip_0625
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 26 09,19,00 KB, TD",4.58,Bit,No,Clip_0626
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 02 08,34,00 NG, (TD)",1.29,Bit,No,Clip_0627
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 31 10,07,00 RH, GH, (NL)",3.41,Bit,No,Clip_0628
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 24 09,10,00 NG, KB, TD, BT - solicitation?, pig grunt",4.9,Bit,Yes,Clip_0629
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 27 09,25,00 KT, NG, GH, (KB), (RG) play session next to SB",12.61,Bit,Yes,Clip_0630
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 14 09,46,00 GH, (KT)",0.93,Bit,No,Clip_0631
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 05 08,46,00 KT, (NG), (KB)",1.02,Bit,Unk,Clip_0632
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 28 09,38,00 KT, KB, (RG), GH, (NG) play session next to SB",6.73,Bit,Yes,Clip_0633
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 18 09,57,00 NL, GH",4.02,Bit,No,Clip_0634
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 20 10,54,00 RG, KB",3.48,Bit,Yes,Clip_0635
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 01 08,28,00 NG, KB",2.25,Bit,Yes,Clip_0636
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 19 10,41,00 BT, NG - BT10minFocal",10.26,Bit,Yes,Clip_0637
2019-08-28,Pilot,"Bwindi CG 2019-08-28 BT Clip 23 09,10,00 NG, KB",0.33,Bit,Yes,Clip_0638
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 29 10,25,00 TD, KB",2.58,Bit,Unk,Clip_0639
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 27 11,26,00 KT, (KB), (NL), (NG), (TD), (GH)",1.06,Bit,Yes,Clip_0640
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 16 09,04,00 KB, NG, (KT), (TD)",2.46,Bit,No,Clip_0641
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 22 09,43,00 RG - fruit feeding",1.98,Bit,No,Clip_0642
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 10 08,48,00 KB - selfplay?",1.75,Bit,Unk,Clip_0643
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 33 11,39,00 KB, (RH) - KB selfplay?.MP4",2.34,Bit,No,Clip_0644
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 04 08,23,00 BT, NG",0.3,Bit,Unk,Clip_0645
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 05 08,23,00 KB, TD",3.23,Bit,Yes,Clip_0646
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 31 11,32,00 GH, NG, KB",5.18,Bit,Yes,Clip_0647
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 25 10,31,00 NG, BT, (KT), (RG)",2.52,Bit,Yes,Clip_0648
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 06 08,27,00 KB, NG, TD",0.69,Bit,Yes,Clip_0649
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 17 09,08,00 NG",0.46,Bit,Unk,Clip_0650
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 28 11,27,00 GH, (KT), (RG)",0.73,Bit,Unk,Clip_0651
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 03 08,21,00 NG, KB, TD",1.97,Bit,Yes,Clip_0652
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 37 12,01,00 NL, KB, (NG)",4.22,Bit,Yes,Clip_0653
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 18 09,09,00 NG, KT, (KB), (TD), (GH)",4.29,Bit,Yes,Clip_0654
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 20 09,21,00 BT - climb fruit tree",0.82,Bit,No,Clip_0655
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 07 08,28,00 KB, NG",2.02,Bit,Yes,Clip_0656
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 13 08,55,00 RG, KB, (KT), (NG)",4.78,Bit,Yes,Clip_0657
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 24 10,25,00 BT, NG",0.3,Bit,Yes,Clip_0658
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 12 08,54,00 RG, KB",0.78,Bit,Unk,Clip_0659
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 23 10,24,00 TD, KB",0.53,Bit,Yes,Clip_0660
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 02 08,20,00 TD, KB - see next vid for coding",0.1,Bit,Yes,Clip_0661
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 36 11,58,00 KB, (NG)",1.52,Bit,Yes,Clip_0662
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 26 10,25,00 GH, (NG), (KB), (KT), (RG)",2.1,Bit,Yes,Clip_0663
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 08 08,31,00 NG, KB",3.55,Bit,Yes,Clip_0664
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 14 09,00,00 TD, NG, (KB), (KT)",1.68,Bit,Yes,Clip_0665
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 30 11,28,00 KB, TD, GH - GH piggrunt",0.55,Bit,No,Clip_0666
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 11 08,54,00 KB",0.22,Bit,Unk,Clip_0667
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 15 09,03,00 KB",1,Bit,Yes,Clip_0668
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 09 08,36,00 KT, (NG), (KB)",10.94,Bit,Yes,Clip_0669
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 21 09,24,00 BT, (NG) - BT10minFocal fruit tree",10.3,Bit,No,Clip_0670
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 34 11,42,00 RH, (KT?), (KB)",0.95,Bit,No,Clip_0671
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 19 09,19,00 TD, KB - climb fruit tree",0.27,Bit,No,Clip_0672
2019-08-29,Pilot,"Bwindi CG 2019-08-29 BT Clip 01 08,10,00 KB, NG, (TD), (BT)",9.82,Bit,Yes,Clip_0673
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 01 09,49,00 GTE, BW 0.5min",0.63,Muk,No,Clip_0674
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 03 Focal01bBW01 09,52,00 GTE, BW 4.5min",4.71,Muk,Yes,Clip_0675
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 02 Focal01aBW01 09,49,00 BW, GTE 2min",1.76,Muk,No,Clip_0676
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 12 Focal05bRTM01 10,33,00 RTM, JN 2min",1.89,Muk,No,Clip_0677
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 06 10,08,00 NY, TW 1min",0.95,Muk,Yes,Clip_0678
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 07 10,12,00 BW, GTE (KG?), (BS?) 1min",1.14,Muk,No,Clip_0679
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 05 Focal02BW02 10,04,00 BW, GTE, (NY), (BS?) 4.5min",4.64,Muk,Yes,Clip_0680
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 11 Focal05aRTM01 10,33,00 RTM, JN 0.5min",0.45,Muk,No,Clip_0681
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 10 Focal04KG01 10,24,00 KG, (GO) 4.5min",4.58,Muk,No,Clip_0682
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 04 10,01 MK, NY, TW, (BW), (GTE) etc travel 1.5min",1.46,Muk,Yes,Clip_0683
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 09 Focal03GO01 10,16,00 GO 3min",3.2,Muk,No,Clip_0684
2019-12-01,FS1,"Bwindi CG 2019-12-01 MK Clip 08 10,15,00 BW, GTE 1min",0.96,Muk,No,Clip_0685
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 16 Focal08aGG01 10,56,28 KR, GG 9min_GOPRO",8.86,Ruk,No,Clip_0686
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 02 Focal02RR01 08,41,00 RR, AJ, TN 9min _GOPRO",8.86,Ruk,No,Clip_0687
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 03 Focal03aTN01 08,49,00 RR, AJ, TN 2min",1.91,Ruk,No,Clip_0688
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 17 Focal07cTN03 11,01,00 RR, TN 7min",7.18,Ruk,Yes,Clip_0689
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 29 11,58,00 AJ, GG, (TN), (?) context 1.5min",1.47,Ruk,No,Clip_0690
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 01 08,31,00 Focal01AJ01 RR, TN, (AJ) 6min",6.1,Ruk,No,Clip_0691
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 15 Focal07bTN03 10,56,00 AJ, TN, RR 4.5min",4.65,Ruk,Yes,Clip_0692
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 14 Focal07aTN03 10,43,00 RR, TN, (AJ) 12.5min",12.6,Ruk,Yes,Clip_0693
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 28 Focal11bMB01 11,40,00 KR, MB, (AJ) 2.5min",2.69,Ruk,No,Clip_0694
2019-12-02,FS1,"Bwindi CG 2019-12-02 RR Clip 04 Focal03TN01 (red) 08,49,51  TN, AJ, (?) same as Clip 05 9min _GOPRO",8.86,Ruk,NA,Clip_0695
