Date,Season,Clip_name_dir,Clip_length,Social_unit,Gestural_data,Clip
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 18 12,11,00 TV",3.52,Muk,No,Clip_0001
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 09 09,10,00 MK",0.78,Muk,No,Clip_0002
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 17 11,55,00 BW",1.12,Muk,No,Clip_0003
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 25 12,53,00 NY, GTE",1.3,Muk,Unk,Clip_0004
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 28 13,05,00 NY, BW, (MK), (GTE)",3.64,Muk,Yes,Clip_0005
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 10 09,20,00 BW, GTE",1.1,Muk,No,Clip_0006
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 15 11,21,00 BS, TW, NY",6.43,Muk,No,Clip_0007
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 12 09,33,00 KY",0.94,Muk,No,Clip_0008
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 29 13,12,00 GTE, BW, MK, (NY)",2.18,Muk,No,Clip_0009
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 33 13,22,00 GTE, BW, MK",0.57,Muk,No,Clip_0010
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 03 08,50,00 TV, KY",1.14,Muk,Yes,Clip_0011
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 14 11,19,00 BS",1.1,Muk,No,Clip_0012
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 26 12,55,30 BW",0.05,Muk,No,Clip_0013
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 20 12,24,00 JN",0.72,Muk,No,Clip_0014
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 32 13,21,00 GTE, BW, MK",0.66,Muk,No,Clip_0015
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 27 13,02,00 NY, BW, GTE",2.27,Muk,No,Clip_0016
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 34 13,23,00 GTE, BW, MK",0.38,Muk,No,Clip_0017
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 13 09,42,00 KY",0.41,Muk,No,Clip_0018
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 08 09,07,00 TV",0.54,Muk,No,Clip_0019
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 05 08,57,00 BS",0.42,Muk,No,Clip_0020
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 11 09,21,00 GTE, BW",0.42,Muk,No,Clip_0021
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 22 12,26,00 JN, RTM",0.18,Muk,Unk,Clip_0022
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 04 08,50,00 TV, KY",0.19,Muk,Unk,Clip_0023
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 01 08,47,00 ?, (BW), (GTE)",0.35,Muk,No,Clip_0024
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 06 08,58,00 NY",0.21,Muk,No,Clip_0025
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 21 12,25,00 JN, RTM, TV",0.38,Muk,No,Clip_0026
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 07 09,01,00 BS",0.74,Muk,No,Clip_0027
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 35 13,24,00 GTE, BW, MK",0.21,Muk,No,Clip_0028
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 24 12,49,00 NY",0.38,Muk,No,Clip_0029
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 19 12,21,00 JN, RTM",0.49,Muk,No,Clip_0030
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 16 11,30 TW, NY",0.1,Muk,No,Clip_0031
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 02 08,47,20 JN, X",0.17,Muk,Unk,Clip_0032
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 30 13,15,00 NY, GTE, BW, (MK)",3.08,Muk,Yes,Clip_0033
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 31 13,18,00 NY, GTE, BW, (MK)",0.93,Muk,No,Clip_0034
2019-08-03,Pilot,"Bwindi CG 2019-08-03 MK Clip 23 12,27,00 JN, RTM",0.58,Muk,No,Clip_0035
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 11 08,54,00 BW, GTE, MK, (GO), (NY), (KY), (TV)",1.63,Muk,Yes,Clip_0036
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 66 12,51,00 GO, KG, MK",1.26,Muk,No,Clip_0037
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 19 09,10,00 MK, BW, (GTE), (GO), (NY), (TV), (X)",1.51,Muk,Unk,Clip_0038
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 48 11,44,00 TW, NY",0.35,Muk,No,Clip_0039
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 43 10,23,00 GO, (NY), (TW)",0.77,Muk,No,Clip_0040
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 59 12,27,00 BW, NY, GTE",0.43,Muk,No,Clip_0041
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 22 09,12,30 BW, KY, TV, NY, GTE, GO, (MK)",1.42,Muk,Yes,Clip_0042
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 15 09,03,00 KR, NY, GTE, MK, (BW), (GO), (KY)",1.58,Muk,Yes,Clip_0043
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 27 09,20,00 NY, KY, TV, BW, GTE, (GO), (MK)",0.91,Muk,Unk,Clip_0044
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 47 11,43,00 BW, GTE, JN, RTM, (MK), (GO)",0.65,Muk,Yes,Clip_0045
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 45 11,38,00 MK, GO",0.75,Muk,No,Clip_0046
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 63 12,39,00 GO, ?, (MK)",0.47,Muk,No,Clip_0047
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 17 09,07,00 KY, NY, GTE, KG, GO, MK, BW",0.82,Muk,Yes,Clip_0048
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 16 09,05,00 KY, KG, NY, GTE, GO, MK, (BW)",1.54,Muk,Yes,Clip_0049
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 36 09,48,00 MK, GO, XF",0.07,Muk,No,Clip_0050
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 14 08,59,00 MK, BW, NY, GTE, GO, KY, TV",4.5,Muk,Yes,Clip_0051
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 05 08,38,00 BW, GTE, MK, (KR), (JN), (RTM), (GO), (X), (KY)",1.64,Muk,No,Clip_0052
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 33 09,29,00 KY, TV, (JN), (RTM)",0.58,Muk,Yes,Clip_0053
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 54 11,53,00 MK, TW, NY",0.46,Muk,No,Clip_0054
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 25 09,18,00 BW, GTE, NY, TV, KY, GO, MK",1.23,Muk,No,Clip_0055
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 18 09,09,00 MK, BW",0.86,Muk,No,Clip_0056
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 50 11,49,00 JN, MK, GO, TW, NY, RTM",1.12,Muk,Unk,Clip_0057
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 09 08,48,00 BW, TV, NY, GTE, MK, GO, KY",4.77,Muk,Unk,Clip_0058
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 42 10,21,00 GO, (NY), (TW)",0.82,Muk,No,Clip_0059
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 21 09,12,00 NY, GTE, GO, MK, BW, (TV), (KY)",0.26,Muk,Yes,Clip_0060
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 60 12,28,00 JN, RTM",1.63,Muk,Unk,Clip_0061
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 07 08,41,00 KR, (GO), (KY), BW, GTE, MK, (NY), (TV)",2.97,Muk,Yes,Clip_0062
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 62 12,38,00 GO, ?,",0.76,Muk,No,Clip_0063
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 24 09,16,00 BW, TV, KY, GTE, GO, MK, (NY)",1.64,Muk,Yes,Clip_0064
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 52 11,51,00 JN, MK, GO, TW, GTE, NY",1.01,Muk,Unk,Clip_0065
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 12 08,56,00 MK, BW, GTE, GO, KY, TV",1.53,Muk,No,Clip_0066
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 55 12,20,00 BW, GTE",0.21,Muk,No,Clip_0067
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 01 08,18,00 GTE, BW, MK, BS",2.54,Muk,Yes,Clip_0068
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 40 10,15,00 BW(?), GTE, KY",0.46,Muk,Unk,Clip_0069
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 38 09,48,30 MK, GO, X_F",0.16,Muk,Yes,Clip_0070
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 51 11,50,00 X_F, RTM, MK, GO, TW, (NY)",0.59,Muk,No,Clip_0071
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 67 12,53,00 GO, KG",0.1,Muk,No,Clip_0072
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 03 08,22,00 GTE, BW, MK",12.6,Muk,No,Clip_0073
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 58 12,25,00 GTE, NY",1.32,Muk,Unk,Clip_0074
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 35 09,30,00 - end of session",0.15,Muk,No,Clip_0075
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 41 10,17,00 KY, GTE, BW",0.45,Muk,Unk,Clip_0076
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 64 12,45,00 GTE, KG, MK",0.3,Muk,No,Clip_0077
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 29 09,23,00 BW, NY, GTE, (GO), (MK), (KY), (TV)",1.67,Muk,Yes,Clip_0078
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 44 10,28,00 TW, NY",0.95,Muk,No,Clip_0079
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 20 09,11,00 GTE, GO, MK, BW, (NY)",0.71,Muk,No,Clip_0080
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 61 12,33,00 JN, RTM, (MK)",0.63,Muk,No,Clip_0081
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 04 08,35,00 GTE, BW, MK",3.39,Muk,Yes,Clip_0082
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 08 08,44,00 TV, BW, GTE, NY, MK, KY, (GO)",3.22,Muk,No,Clip_0083
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 30 09,25,00 KY, JN, RTM, MK, (GO), (TV), (NY), (GTE)",0.78,Muk,Yes,Clip_0084
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 65 12,46,00 GTE, KG, MK",0.56,Muk,No,Clip_0085
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 39 10,13,00 KY, GTE?, BW?",0.93,Muk,No,Clip_0086
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 34 09,29,30 KY, JN, TV...",0.6,Muk,No,Clip_0087
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 02 08,21,00 GTE, BW, MK",1.21,Muk,Unk,Clip_0088
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 23 09,14,00 BW, KY,TV, NY, GTE, GO, MK",2.12,Muk,Unk,Clip_0089
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 37 09,48,00",0.2,Muk,Yes,Clip_0090
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 13 08,58,00 MK, BW, GTE, GO, KY, TV",0.73,Muk,No,Clip_0091
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 10 08,52,00 BW, MK, NY, (GTE), (GO), (KY), (TV)",1.08,Muk,Yes,Clip_0092
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 28 09,21,00 KY, TV, NY, (BW)",1.15,Muk,No,Clip_0093
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 26 09,20,00 BW, TV, KY, GTE, NY, GO, MK",0.54,Muk,No,Clip_0094
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 06 08,40,00 GO, KR, BW, GTE, JN, RTM, X, (KY)",1.4,Muk,Yes,Clip_0095
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 31 09,26,00 MK, GTE, KY, GO, RTM, JN",0.47,Muk,No,Clip_0096
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 32 09,27,00 TV, KY, (NY), (JN)",1.93,Muk,No,Clip_0097
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 56 12,23,00 GTE, NY, (BW)",0.19,Muk,No,Clip_0098
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 49 11,47,00 GTE, BW",0.42,Muk,No,Clip_0099
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 46 11,41,00 BW, GTE",1.39,Muk,No,Clip_0100
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 57 12,25,00 GTE, NY, ?, (BW)",0.64,Muk,No,Clip_0101
2019-08-04,Pilot,"Bwindi CG 2019-08-04 MK Clip 53 11,53,00 MK, JN, RTM, GO, TW, NY, (BS)",1.1,Muk,No,Clip_0102
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 50 12,32,00 KM, RH",0.32,Bit,No,Clip_0103
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 57 12,51,00",0.3,Bit,No,Clip_0104
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 09 09,35,00 RK",0.41,Bit,No,Clip_0105
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 34 12,02,00 KT, RH, (GH), (NG), (TD), (KB)",1.08,Bit,Yes,Clip_0106
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 21 10,53,00 BT, NG",1.42,Bit,No,Clip_0107
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 38 12,10,00 TD",0.4,Bit,No,Clip_0108
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 29 11,50,00 RG",0.94,Bit,No,Clip_0109
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 54 12,47,00 KB, TD",0.48,Bit,No,Clip_0110
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 22 10,54,00 BT, NG",0.62,Bit,No,Clip_0111
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 49 12,27,00 GH, KB, (NY), (BT)",0.34,Bit,Yes,Clip_0112
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 56 12,49,00 KB,TD",0.62,Bit,No,Clip_0113
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 14 0,02,00 RH",0.2,Bit,No,Clip_0114
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 46 12,23,00",0.41,Bit,No,Clip_0115
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 59 12,53,30",0.41,Bit,No,Clip_0116
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 18 10,46,00 BT, (NG)",1.37,Bit,No,Clip_0117
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 61 12,59,00",1.85,Bit,Unk,Clip_0118
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 52 12,41,00 TD, KB, NG",4.66,Bit,Unk,Clip_0119
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 01 09,20,00 RH, KG",0.67,Bit,No,Clip_0120
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 08 09,33,00 KG, (KD)",0.21,Bit,No,Clip_0121
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 10 09,37,00 RK",0.59,Bit,No,Clip_0122
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 40 12,12,00",0.65,Bit,No,Clip_0123
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 03 09,27,00 TD, KB, KT, RG",0.57,Bit,No,Clip_0124
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 02 09,23,00 (...),(TD), (KB)",0.58,Bit,No,Clip_0125
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 25 11,00,00 KB Day/Play nest",1.76,Bit,No,Clip_0126
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 15 10,29,00 KB, TD",1.64,Bit,Unk,Clip_0127
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 12 09,56,00 KT",1.1,Bit,No,Clip_0128
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 27 11,45,00",1.05,Bit,No,Clip_0129
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 13 10,01,00 RH",0.5,Bit,No,Clip_0130
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 24 10,58,00 KB Day/Play nest",1.22,Bit,No,Clip_0131
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 06 09,28,00 NL, (GH), (X_Ind), (TD), (KB)",0.54,Bit,Unk,Clip_0132
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 55 12,48,00 KB,TD",0.4,Bit,No,Clip_0133
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 32 11,57,00 KM, (BT)",0.22,Bit,No,Clip_0134
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 47 12,24,00 Swamp",0.62,Bit,No,Clip_0135
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 45 12,21,00 ?, GH",0.91,Bit,No,Clip_0136
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 62 13,02,00",1.84,Bit,Unk,Clip_0137
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 39 12,11,00 NG",0.54,Bit,No,Clip_0138
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 17 10,32,00 KB",0.41,Bit,No,Clip_0139
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 31 11,55,00 RG, KT, BT",0.32,Bit,No,Clip_0140
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 28 11,49,00 BT Thistle",0.94,Bit,No,Clip_0141
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 43 12,16,00 KT, GH, NL, (NG), (KB), ?",1.76,Bit,Unk,Clip_0142
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 44 12,18,00 KT, GH, NL",1.84,Bit,Yes,Clip_0143
2019-08-06,Pilot,"Bwindi CG 2019-08-06 BT Clip 35 12,04,00 Swamp",1.02,Bit,No,Clip_0144
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 49 13,11,00 MB, BR",0.25,Ruk,No,Clip_0145
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 17 11,04,00 TN, AJ, RR bark/wood",3.18,Ruk,Yes,Clip_0146
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 04 10,25,00 MB",0.57,Ruk,No,Clip_0147
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 48 13,06,00 MB, BR",0.7,Ruk,No,Clip_0148
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 33 12,19,00 RR, MB",2.82,Ruk,No,Clip_0149
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 30 11,56,00 BR, MB, AJ bark/wood 2",1.34,Ruk,No,Clip_0150
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 24 11,41,00 RR, TN, (BR), (AJ)",2.03,Ruk,No,Clip_0151
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 52 13,26,00 MB, BR, (GG)",5.08,Ruk,Yes,Clip_0152
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 35 12,24,00 RR, MB",0.31,Ruk,No,Clip_0153
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 40 12,33,00 BR, MB",0.33,Ruk,No,Clip_0154
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 41 12,37,00 BR, MB",0.23,Ruk,No,Clip_0155
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 08 10,41,00 GG bark/wood",0.7,Ruk,No,Clip_0156
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 12 10,53,00 TN, RR, AJ bark/wood",3.17,Ruk,Yes,Clip_0157
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 22 11,31,00 AJ, TN",0.74,Ruk,No,Clip_0158
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 46 12,52,00 MB, BR",0.23,Ruk,No,Clip_0159
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 01 09,19,00 BR",0.23,Ruk,No,Clip_0160
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 20 11,12,00 AJ, TN, (MB) bark/wood",0.36,Ruk,No,Clip_0161
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 16 11,01,00 TN, AJ, RR bark/wood",2.62,Ruk,No,Clip_0162
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 44 12,42,00 MB, BR",0.65,Ruk,No,Clip_0163
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 11 10,52,00 TN, RR, AJ bark/wood",0.94,Ruk,No,Clip_0164
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 38 12,32,00 BR, GG, (TN), (MB), (AJ), (RR)",0.58,Ruk,Yes,Clip_0165
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 51 13,22,00 MB, BR",1.01,Ruk,No,Clip_0166
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 05 10,33,00 GG, MB",1.85,Ruk,Yes,Clip_0167
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 43 12,40,00 BR, MB",0.87,Ruk,No,Clip_0168
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 15 11,00,00 TN, AJ, RR bark/wood",1.13,Ruk,Yes,Clip_0169
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 13 10,56,00 TN, AJ, RR bark/wood",2.33,Ruk,Yes,Clip_0170
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 07 10,39,00 GG bark/wood",0.91,Ruk,No,Clip_0171
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 36 12,27,00 RR, (TN), (AJ), (MB)",1.05,Ruk,Unk,Clip_0172
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 31 11,59,00 BR, MB, AJ bark/wood 2",0.47,Ruk,No,Clip_0173
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 27 11,50,00 BR, MB, AJ bark/wood 2",0.22,Ruk,Unk,Clip_0174
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 10 10,49,30 GG, (AJ), (RR), (TN) bark/wood",2.21,Ruk,Yes,Clip_0175
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 26 11,47,00 AJ, BR bark/wood 2",0.78,Ruk,Yes,Clip_0176
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 23 11,35,00 AJ, TN",1.52,Ruk,Yes,Clip_0177
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 50 13,20,00 MB, BR",0.49,Ruk,No,Clip_0178
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 21 11,28,00 TN,AJ",0.59,Ruk,Yes,Clip_0179
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 02 09,19,30 BR",0.34,Ruk,No,Clip_0180
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 45 12,44,00 MB, BR",1.14,Ruk,No,Clip_0181
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 42 12,38,00 BR, MB",0.42,Ruk,No,Clip_0182
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 28 11,51,00 BR, MB, AJ bark/wood 2",2.13,Ruk,Unk,Clip_0183
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 19 11,10,00 TN, AJ, RR bark/wood",2.14,Ruk,No,Clip_0184
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 47 12,59,00 MB, BR",0.32,Ruk,No,Clip_0185
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 39 12,32,30 BR?, MB?",0.47,Ruk,No,Clip_0186
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 18 11,07,00 TN, AJ, RR bark/wood",1.74,Ruk,Yes,Clip_0187
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 06 10,37,00 GG wood/bark",0.94,Ruk,No,Clip_0188
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 37 12,29,00 AJ, GG, (MB), (BR)",1.54,Ruk,Yes,Clip_0189
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 25 11,44,00 BR, AJ bark/wood 2",1.01,Ruk,No,Clip_0190
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 34 12,22,00 RR, MB",0.62,Ruk,No,Clip_0191
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 09 10,49,00 GG bark/wood",0.66,Ruk,No,Clip_0192
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 32 12,18,00 RR, MB",0.3,Ruk,No,Clip_0193
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 14 10,59,00 TN, AJ, RR bark/wood",1.07,Ruk,No,Clip_0194
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 53 13,34,00 TN, AJ, (RR), (?)",0.27,Ruk,Yes,Clip_0195
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 03 10,23,00 ?, GG",1.58,Ruk,No,Clip_0196
2019-08-07,Pilot,"Bwindi CG 2019-08-07 RR Clip 29 11,53,00 BR, MB, AJ bark/wood 2",3.21,Ruk,No,Clip_0197
